investor_id,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV000644,West Bengal,Kolkata,T30,26-35,Male,9.1,Verified
INV000823,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Verified
INV001030,Maharashtra,Mumbai,T30,26-35,Female,22.8,Verified
INV001256,West Bengal,Kolkata,T30,18-25,Male,7.0,Verified
INV000379,Maharashtra,Pune,T30,46-55,Male,52.0,Verified
INV001442,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,Verified
INV002204,Punjab,Amritsar,B30,36-45,Male,36.1,Verified
INV001909,Telangana,Hyderabad,T30,36-45,Male,34.2,Verified
INV001802,Punjab,Chandigarh,T30,46-55,Male,77.7,Verified
INV001795,Madhya Pradesh,Indore,T30,46-55,Male,17.7,Verified
INV002117,Delhi,Gurugram,T30,26-35,Male,21.7,Verified
INV001766,Delhi,Gurugram,T30,46-55,Female,69.8,Verified
INV001661,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Verified
INV001658,Rajasthan,Jaipur,T30,36-45,Female,48.4,Verified
INV001637,Haryana,Faridabad,B30,36-45,Female,45.1,Verified
INV003205,Punjab,Chandigarh,T30,26-35,Female,16.1,Verified
INV002943,Karnataka,Bangalore,T30,26-35,Female,7.6,Verified
INV003541,Punjab,Chandigarh,T30,26-35,Female,10.5,Verified
INV002968,West Bengal,Kolkata,T30,36-45,Female,16.2,Verified
INV004256,Karnataka,Mysore,B30,26-35,Male,22.3,Pending
INV004028,Rajasthan,Jaipur,T30,18-25,Male,3.3,Verified
INV004056,Haryana,Gurugram,T30,26-35,Male,8.3,Verified
INV004094,Haryana,Faridabad,B30,26-35,Female,10.0,Pending
INV004165,West Bengal,Kolkata,T30,26-35,Male,9.3,Verified
INV004950,Madhya Pradesh,Indore,T30,26-35,Male,9.8,Verified
INV002647,Rajasthan,Jaipur,T30,46-55,Male,87.0,Verified
INV003834,Madhya Pradesh,Bhopal,B30,36-45,Male,25.1,Verified
INV002332,Punjab,Chandigarh,T30,26-35,Female,13.4,Verified
INV000168,Rajasthan,Jaipur,T30,26-35,Male,9.7,Verified
INV000629,West Bengal,Kolkata,T30,46-55,Male,96.4,Verified
INV000708,Delhi,Noida,T30,26-35,Female,13.5,Verified
INV000734,Maharashtra,Pune,T30,26-35,Female,15.2,Verified
INV000826,Madhya Pradesh,Bhopal,B30,36-45,Female,44.3,Verified
INV001277,Maharashtra,Mumbai,T30,18-25,Male,7.0,Verified
INV001389,Karnataka,Mysore,B30,46-55,Female,39.7,Verified
INV001529,Haryana,Faridabad,B30,56+,Male,72.6,Verified
INV002041,Madhya Pradesh,Indore,T30,26-35,Male,21.9,Verified
INV001975,Delhi,New Delhi,T30,36-45,Female,35.3,Verified
INV001940,Delhi,New Delhi,T30,36-45,Male,28.4,Verified
INV001875,Karnataka,Mysore,B30,56+,Female,64.4,Verified
INV001857,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Verified
INV001974,Tamil Nadu,Chennai,T30,56+,Male,64.3,Verified
INV003159,Punjab,Amritsar,B30,36-45,Male,25.9,Verified
INV002645,Haryana,Gurugram,T30,46-55,Female,67.7,Verified
INV002524,Rajasthan,Udaipur,B30,46-55,Male,72.9,Verified
INV002512,Rajasthan,Jaipur,T30,46-55,Male,74.6,Verified
INV002381,Karnataka,Mysore,B30,36-45,Male,23.1,Pending
INV002252,Maharashtra,Pune,T30,36-45,Female,46.4,Pending
INV003188,Tamil Nadu,Coimbatore,B30,26-35,Male,11.0,Verified
INV004654,Haryana,Gurugram,T30,46-55,Female,95.0,Verified
INV003512,Delhi,Gurugram,T30,56+,Female,31.5,Verified
INV003597,Punjab,Chandigarh,T30,18-25,Male,5.6,Verified
INV003694,Madhya Pradesh,Bhopal,B30,26-35,Female,24.1,Verified
INV003784,Telangana,Hyderabad,T30,56+,Female,8.2,Verified
INV003915,Delhi,Noida,T30,26-35,Female,19.7,Verified
INV003947,Delhi,Noida,T30,26-35,Male,12.9,Verified
INV004442,Haryana,Faridabad,B30,18-25,Male,5.8,Verified
INV001842,Gujarat,Surat,T30,26-35,Male,14.4,Verified
INV003359,Gujarat,Ahmedabad,T30,26-35,Male,18.4,Verified
INV004642,Uttar Pradesh,Kanpur,B30,46-55,Male,31.9,Verified
INV001764,Rajasthan,Udaipur,B30,46-55,Female,28.1,Verified
INV000017,Gujarat,Surat,T30,46-55,Female,31.5,Verified
INV000161,Rajasthan,Jaipur,T30,18-25,Female,6.8,Pending
INV000186,Maharashtra,Mumbai,T30,18-25,Male,3.1,Verified
INV000377,Karnataka,Bangalore,T30,26-35,Male,19.8,Verified
INV000477,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,Verified
INV000520,West Bengal,Kolkata,T30,46-55,Female,59.4,Verified
INV000939,Karnataka,Bangalore,T30,26-35,Male,19.6,Verified
INV000955,Gujarat,Surat,T30,26-35,Male,6.7,Verified
INV001355,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Verified
INV000952,Telangana,Hyderabad,T30,46-55,Male,65.9,Verified
INV001117,Punjab,Amritsar,B30,18-25,Male,3.9,Verified
INV003586,Haryana,Faridabad,B30,46-55,Male,68.9,Verified
INV003336,Punjab,Amritsar,B30,46-55,Female,45.8,Verified
INV003214,Punjab,Chandigarh,T30,36-45,Male,18.2,Verified
INV002815,Rajasthan,Jaipur,T30,26-35,Male,10.5,Pending
INV003044,West Bengal,Kolkata,T30,18-25,Female,3.2,Verified
INV003650,Telangana,Hyderabad,T30,46-55,Male,87.3,Verified
INV003209,Delhi,Gurugram,T30,46-55,Male,76.0,Verified
INV003672,Uttar Pradesh,Agra,B30,36-45,Male,32.5,Verified
INV003891,Telangana,Hyderabad,T30,26-35,Male,21.8,Verified
INV003910,Maharashtra,Pune,T30,26-35,Male,8.8,Verified
INV004106,Gujarat,Surat,T30,26-35,Male,16.3,Verified
INV004252,Haryana,Faridabad,B30,36-45,Male,58.7,Verified
INV002785,Delhi,Noida,T30,36-45,Male,20.2,Verified
INV002764,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,Verified
INV000190,Madhya Pradesh,Indore,T30,26-35,Female,8.2,Verified
INV000500,West Bengal,Kolkata,T30,26-35,Female,19.9,Verified
INV000448,West Bengal,Kolkata,T30,18-25,Male,3.4,Verified
INV001334,Punjab,Amritsar,B30,36-45,Male,38.6,Verified
INV002722,Delhi,Noida,T30,36-45,Female,50.9,Verified
INV002445,Punjab,Chandigarh,T30,26-35,Male,9.5,Verified
INV001962,Maharashtra,Mumbai,T30,26-35,Male,13.6,Verified
INV002228,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Verified
INV001695,Punjab,Amritsar,B30,36-45,Male,24.0,Verified
INV003709,Uttar Pradesh,Agra,B30,46-55,Female,21.0,Verified
INV003207,Rajasthan,Jaipur,T30,46-55,Male,48.9,Verified
INV003203,Telangana,Hyderabad,T30,26-35,Male,22.5,Verified
INV003828,Karnataka,Bangalore,T30,18-25,Male,7.6,Verified
INV004869,West Bengal,Kolkata,T30,26-35,Male,9.7,Verified
INV004248,West Bengal,Kolkata,T30,46-55,Male,89.3,Verified
INV004265,Punjab,Amritsar,B30,18-25,Male,7.6,Verified
INV004660,Uttar Pradesh,Agra,B30,18-25,Male,4.9,Pending
INV004673,Maharashtra,Pune,T30,36-45,Female,39.7,Verified
INV004927,Maharashtra,Nashik,B30,26-35,Male,19.5,Verified
INV002987,West Bengal,Kolkata,T30,18-25,Male,4.4,Verified
INV004892,West Bengal,Kolkata,T30,26-35,Female,22.7,Verified
INV003862,Madhya Pradesh,Indore,T30,26-35,Male,17.0,Verified
INV002832,Uttar Pradesh,Lucknow,T30,26-35,Male,15.9,Verified
INV000310,Delhi,Noida,T30,36-45,Male,58.4,Verified
INV000267,Telangana,Hyderabad,T30,26-35,Male,17.7,Verified
INV000315,Telangana,Hyderabad,T30,18-25,Male,3.2,Verified
INV000457,Haryana,Faridabad,B30,26-35,Female,22.3,Verified
INV000885,Gujarat,Ahmedabad,T30,26-35,Male,12.3,Verified
INV000735,Maharashtra,Pune,T30,36-45,Male,57.7,Pending
INV002692,West Bengal,Kolkata,T30,26-35,Male,16.7,Verified
INV002282,West Bengal,Kolkata,T30,36-45,Male,53.7,Verified
INV001752,Rajasthan,Udaipur,B30,26-35,Female,13.4,Verified
INV001876,Delhi,Gurugram,T30,36-45,Male,13.3,Pending
INV003527,Telangana,Hyderabad,T30,36-45,Female,26.2,Verified
INV003316,Punjab,Chandigarh,T30,36-45,Male,22.9,Verified
INV003310,Telangana,Hyderabad,T30,26-35,Male,8.0,Verified
INV002349,Punjab,Amritsar,B30,26-35,Female,9.6,Verified
INV003554,Rajasthan,Jaipur,T30,26-35,Female,15.6,Pending
INV004874,Tamil Nadu,Coimbatore,B30,46-55,Male,35.2,Verified
INV003868,Gujarat,Surat,T30,36-45,Male,25.8,Verified
INV004141,Telangana,Hyderabad,T30,36-45,Female,45.8,Verified
INV004239,Karnataka,Bangalore,T30,18-25,Female,6.3,Pending
INV004250,Haryana,Gurugram,T30,26-35,Female,6.4,Verified
INV004279,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Verified
INV004523,Haryana,Gurugram,T30,26-35,Female,13.5,Verified
INV004560,Tamil Nadu,Coimbatore,B30,36-45,Male,42.7,Verified
INV004917,Uttar Pradesh,Kanpur,B30,26-35,Male,18.3,Verified
INV002144,Maharashtra,Pune,T30,18-25,Male,3.2,Verified
INV003603,Madhya Pradesh,Indore,T30,36-45,Male,52.4,Verified
INV000559,Madhya Pradesh,Indore,T30,26-35,Male,6.1,Verified
INV000592,Maharashtra,Mumbai,T30,26-35,Male,21.2,Verified
INV000669,Madhya Pradesh,Indore,T30,36-45,Male,25.2,Verified
INV000738,Punjab,Amritsar,B30,26-35,Male,12.1,Verified
INV000745,Punjab,Chandigarh,T30,26-35,Female,13.2,Verified
INV001037,Haryana,Faridabad,B30,36-45,Female,41.8,Verified
INV001970,Gujarat,Surat,T30,36-45,Male,55.1,Verified
INV001943,West Bengal,Kolkata,T30,56+,Female,28.3,Verified
INV001065,Haryana,Gurugram,T30,56+,Female,37.2,Verified
INV001850,Uttar Pradesh,Kanpur,B30,26-35,Male,17.1,Pending
INV001396,Rajasthan,Jaipur,T30,26-35,Female,10.6,Verified
INV001383,Maharashtra,Pune,T30,26-35,Male,18.6,Verified
INV001342,West Bengal,Kolkata,T30,26-35,Female,15.5,Verified
INV001321,Telangana,Hyderabad,T30,46-55,Male,74.1,Verified
INV001299,Haryana,Faridabad,B30,26-35,Male,19.9,Verified
INV001158,Karnataka,Mysore,B30,18-25,Male,6.4,Verified
INV001652,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Verified
INV003283,Delhi,New Delhi,T30,56+,Female,45.7,Verified
INV002997,West Bengal,Kolkata,T30,26-35,Male,23.7,Verified
INV002792,Gujarat,Surat,T30,18-25,Male,3.6,Verified
INV003147,West Bengal,Kolkata,T30,26-35,Male,18.9,Verified
INV003610,Delhi,Gurugram,T30,26-35,Male,16.9,Pending
INV003656,Rajasthan,Udaipur,B30,36-45,Female,58.5,Verified
INV004320,Delhi,Gurugram,T30,26-35,Female,8.1,Verified
INV004531,Haryana,Gurugram,T30,26-35,Male,8.4,Verified
INV004552,Telangana,Hyderabad,T30,36-45,Female,42.8,Verified
INV004837,Punjab,Amritsar,B30,18-25,Male,5.7,Verified
INV002572,Rajasthan,Jaipur,T30,56+,Male,19.5,Verified
INV003451,Punjab,Amritsar,B30,18-25,Female,5.2,Verified
INV000051,Haryana,Gurugram,T30,36-45,Male,21.0,Verified
INV000227,Haryana,Gurugram,T30,36-45,Male,29.1,Verified
INV000388,Maharashtra,Nashik,B30,36-45,Male,33.6,Verified
INV000625,Rajasthan,Jaipur,T30,46-55,Female,19.7,Verified
INV000628,Gujarat,Surat,T30,56+,Male,57.9,Verified
INV000710,Delhi,Noida,T30,26-35,Male,6.1,Verified
INV001022,Karnataka,Mysore,B30,36-45,Male,19.6,Verified
INV000869,West Bengal,Kolkata,T30,26-35,Female,12.1,Verified
INV002286,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,Verified
INV001905,Tamil Nadu,Chennai,T30,26-35,Male,19.2,Verified
INV001123,Uttar Pradesh,Lucknow,T30,26-35,Male,23.9,Verified
INV001514,Delhi,Gurugram,T30,46-55,Male,75.8,Verified
INV001414,Gujarat,Ahmedabad,T30,18-25,Male,4.8,Pending
INV003659,Madhya Pradesh,Bhopal,B30,56+,Male,27.4,Verified
INV003005,Punjab,Amritsar,B30,26-35,Male,24.5,Verified
INV003036,Telangana,Hyderabad,T30,26-35,Male,18.2,Verified
INV004989,Karnataka,Bangalore,T30,26-35,Male,6.4,Verified
INV004201,Telangana,Hyderabad,T30,36-45,Male,20.2,Verified
INV004781,Haryana,Faridabad,B30,18-25,Female,5.7,Verified
INV004929,Telangana,Hyderabad,T30,36-45,Female,56.8,Verified
INV003984,Uttar Pradesh,Agra,B30,56+,Female,30.1,Verified
INV002852,West Bengal,Kolkata,T30,46-55,Male,69.5,Verified
INV002738,Haryana,Faridabad,B30,36-45,Male,38.7,Verified
INV000404,Telangana,Hyderabad,T30,36-45,Female,35.5,Verified
INV000441,Tamil Nadu,Chennai,T30,26-35,Female,8.3,Verified
INV000484,Uttar Pradesh,Agra,B30,26-35,Male,21.7,Pending
INV000536,Delhi,New Delhi,T30,36-45,Female,29.6,Verified
INV000986,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Verified
INV001343,Gujarat,Surat,T30,18-25,Female,6.9,Verified
INV000143,Haryana,Gurugram,T30,26-35,Male,23.8,Verified
INV001384,Maharashtra,Mumbai,T30,26-35,Female,16.0,Verified
INV001372,Haryana,Faridabad,B30,56+,Male,46.7,Verified
INV002095,Punjab,Amritsar,B30,26-35,Male,9.2,Verified
INV002676,Delhi,Gurugram,T30,46-55,Male,81.0,Verified
INV001739,West Bengal,Kolkata,T30,36-45,Female,45.5,Verified
INV001627,Uttar Pradesh,Agra,B30,26-35,Male,15.9,Pending
INV001615,Tamil Nadu,Chennai,T30,26-35,Male,15.7,Verified
INV003806,Karnataka,Bangalore,T30,26-35,Male,14.7,Verified
INV003783,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Verified
INV003640,Gujarat,Ahmedabad,T30,26-35,Male,14.0,Verified
INV003450,Maharashtra,Nashik,B30,18-25,Female,4.2,Verified
INV003395,Gujarat,Ahmedabad,T30,36-45,Male,39.2,Verified
INV003979,Madhya Pradesh,Indore,T30,36-45,Male,44.4,Pending
INV002975,Rajasthan,Udaipur,B30,26-35,Male,15.1,Verified
INV003487,Gujarat,Ahmedabad,T30,26-35,Female,12.0,Verified
INV004211,Tamil Nadu,Chennai,T30,56+,Male,40.3,Verified
INV004228,Madhya Pradesh,Bhopal,B30,26-35,Female,18.0,Verified
INV004627,West Bengal,Kolkata,T30,36-45,Male,47.7,Verified
INV004665,Madhya Pradesh,Bhopal,B30,36-45,Male,17.1,Verified
INV004822,Rajasthan,Udaipur,B30,26-35,Male,14.8,Verified
INV004857,Delhi,Noida,T30,26-35,Male,15.3,Verified
INV004990,Maharashtra,Nashik,B30,26-35,Female,9.5,Verified
INV002741,West Bengal,Kolkata,T30,26-35,Male,19.9,Pending
INV002641,Maharashtra,Nashik,B30,56+,Male,27.1,Verified
INV000031,Madhya Pradesh,Indore,T30,36-45,Male,27.3,Pending
INV000109,Karnataka,Bangalore,T30,26-35,Female,15.0,Verified
INV000470,Madhya Pradesh,Bhopal,B30,26-35,Male,17.8,Verified
INV000789,Gujarat,Surat,T30,56+,Male,47.7,Verified
INV001035,Telangana,Hyderabad,T30,26-35,Male,8.4,Verified
INV001137,West Bengal,Kolkata,T30,56+,Female,55.8,Verified
INV001182,Punjab,Amritsar,B30,26-35,Male,9.1,Pending
INV000719,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Verified
INV001261,Rajasthan,Jaipur,T30,46-55,Male,50.0,Verified
INV001230,Gujarat,Surat,T30,46-55,Male,96.9,Verified
INV002564,Maharashtra,Pune,T30,18-25,Male,5.6,Verified
INV002110,Haryana,Faridabad,B30,26-35,Female,20.8,Verified
INV002085,Telangana,Hyderabad,T30,56+,Female,12.5,Verified
INV001549,Haryana,Gurugram,T30,36-45,Male,19.5,Verified
INV001544,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,Verified
INV001483,Rajasthan,Jaipur,T30,36-45,Male,38.8,Verified
INV002046,Madhya Pradesh,Bhopal,B30,26-35,Male,20.8,Verified
INV003404,Tamil Nadu,Chennai,T30,36-45,Male,26.8,Verified
INV003389,Telangana,Hyderabad,T30,26-35,Male,22.3,Verified
INV003362,Karnataka,Bangalore,T30,36-45,Female,22.6,Verified
INV004968,Delhi,Noida,T30,26-35,Male,22.2,Verified
INV002630,Punjab,Amritsar,B30,36-45,Male,19.6,Verified
INV003547,Telangana,Hyderabad,T30,26-35,Male,17.1,Verified
INV004876,Karnataka,Bangalore,T30,18-25,Male,7.1,Pending
INV003934,Delhi,Gurugram,T30,26-35,Male,24.1,Verified
INV003967,Tamil Nadu,Coimbatore,B30,46-55,Male,79.9,Verified
INV004071,Gujarat,Ahmedabad,T30,36-45,Female,22.2,Pending
INV004519,Tamil Nadu,Coimbatore,B30,18-25,Female,6.2,Verified
INV002617,Maharashtra,Nashik,B30,26-35,Male,13.9,Verified
INV002205,Gujarat,Surat,T30,26-35,Female,10.9,Verified
INV002244,Maharashtra,Mumbai,T30,36-45,Male,49.4,Verified
INV000242,Maharashtra,Nashik,B30,36-45,Male,40.2,Verified
INV000279,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Verified
INV000314,West Bengal,Kolkata,T30,26-35,Male,20.5,Verified
INV000332,Telangana,Hyderabad,T30,36-45,Female,12.9,Verified
INV000423,Delhi,Gurugram,T30,26-35,Female,6.2,Verified
INV000493,Punjab,Chandigarh,T30,18-25,Male,4.2,Verified
INV000695,Gujarat,Surat,T30,36-45,Male,48.0,Verified
INV000809,Tamil Nadu,Chennai,T30,56+,Male,59.1,Verified
INV000879,Gujarat,Surat,T30,36-45,Male,59.0,Verified
INV000861,Uttar Pradesh,Lucknow,T30,18-25,Male,4.2,Verified
INV002235,Uttar Pradesh,Agra,B30,36-45,Female,32.1,Verified
INV002216,Maharashtra,Mumbai,T30,46-55,Male,26.5,Verified
INV002315,Haryana,Faridabad,B30,18-25,Male,6.4,Verified
INV001562,Delhi,Noida,T30,26-35,Male,7.0,Verified
INV001527,Delhi,Gurugram,T30,26-35,Male,23.4,Verified
INV001222,Delhi,Noida,T30,26-35,Female,14.9,Verified
INV001922,West Bengal,Kolkata,T30,18-25,Male,5.5,Verified
INV003393,Delhi,New Delhi,T30,26-35,Male,17.1,Pending
INV003380,Delhi,Noida,T30,36-45,Male,21.0,Verified
INV003302,Uttar Pradesh,Lucknow,T30,18-25,Male,3.0,Verified
INV003277,Rajasthan,Jaipur,T30,18-25,Male,3.3,Verified
INV003155,Rajasthan,Jaipur,T30,36-45,Male,50.9,Verified
INV002915,West Bengal,Kolkata,T30,18-25,Male,7.7,Pending
INV002914,Rajasthan,Udaipur,B30,18-25,Male,7.4,Verified
INV002607,Rajasthan,Udaipur,B30,36-45,Male,57.5,Verified
INV003959,Haryana,Gurugram,T30,46-55,Male,81.1,Verified
INV004026,Haryana,Faridabad,B30,26-35,Female,8.3,Verified
INV004160,Uttar Pradesh,Kanpur,B30,18-25,Male,3.9,Verified
INV004410,Tamil Nadu,Chennai,T30,36-45,Male,45.5,Verified
INV004872,West Bengal,Kolkata,T30,26-35,Male,13.8,Verified
INV004963,Delhi,Noida,T30,36-45,Female,59.6,Verified
INV002606,Telangana,Hyderabad,T30,26-35,Female,8.1,Verified
INV003467,Madhya Pradesh,Indore,T30,46-55,Female,89.7,Verified
INV002393,Madhya Pradesh,Bhopal,B30,26-35,Female,15.2,Verified
INV002568,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Verified
INV000256,Delhi,New Delhi,T30,36-45,Male,14.0,Pending
INV000352,Tamil Nadu,Chennai,T30,46-55,Male,21.1,Verified
INV000754,West Bengal,Kolkata,T30,26-35,Male,8.0,Verified
INV000472,Uttar Pradesh,Lucknow,T30,46-55,Male,70.1,Verified
INV000776,Rajasthan,Jaipur,T30,26-35,Male,12.4,Verified
INV002283,Karnataka,Bangalore,T30,26-35,Female,14.5,Pending
INV002180,Delhi,Gurugram,T30,18-25,Male,5.1,Verified
INV001959,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Verified
INV001126,Rajasthan,Jaipur,T30,26-35,Female,22.6,Verified
INV003095,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Verified
INV002650,Telangana,Hyderabad,T30,26-35,Male,13.7,Verified
INV002364,Rajasthan,Jaipur,T30,46-55,Male,51.3,Verified
INV002905,Tamil Nadu,Chennai,T30,36-45,Female,32.4,Verified
INV003864,Gujarat,Ahmedabad,T30,36-45,Female,49.8,Verified
INV003904,Karnataka,Bangalore,T30,46-55,Male,67.6,Verified
INV003956,Punjab,Amritsar,B30,36-45,Male,32.3,Verified
INV004048,Delhi,New Delhi,T30,26-35,Male,13.0,Verified
INV004511,Gujarat,Ahmedabad,T30,46-55,Female,43.6,Verified
INV004574,Maharashtra,Mumbai,T30,36-45,Male,54.3,Verified
INV002249,Karnataka,Bangalore,T30,36-45,Male,19.6,Verified
INV000169,Rajasthan,Jaipur,T30,26-35,Male,6.9,Verified
INV000637,Punjab,Chandigarh,T30,26-35,Male,13.9,Verified
INV000739,Uttar Pradesh,Agra,B30,46-55,Female,97.0,Verified
INV000828,Maharashtra,Nashik,B30,26-35,Female,17.1,Verified
INV001038,West Bengal,Kolkata,T30,26-35,Male,24.4,Verified
INV001845,Uttar Pradesh,Agra,B30,26-35,Female,14.8,Verified
INV001831,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Verified
INV001784,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,Verified
INV002200,Madhya Pradesh,Indore,T30,26-35,Male,23.1,Verified
INV001569,Punjab,Chandigarh,T30,46-55,Male,50.1,Verified
INV001614,Punjab,Amritsar,B30,18-25,Male,4.6,Verified
INV001276,Rajasthan,Jaipur,T30,56+,Male,46.2,Verified
INV003372,Karnataka,Mysore,B30,36-45,Female,38.1,Verified
INV003901,Delhi,Gurugram,T30,46-55,Male,45.4,Verified
INV003017,West Bengal,Kolkata,T30,56+,Male,75.3,Verified
INV004443,Maharashtra,Nashik,B30,26-35,Female,13.0,Verified
INV004449,Maharashtra,Pune,T30,36-45,Male,16.6,Verified
INV004456,West Bengal,Kolkata,T30,26-35,Female,7.0,Verified
INV004669,Punjab,Chandigarh,T30,26-35,Male,8.6,Pending
INV004860,Punjab,Amritsar,B30,46-55,Male,47.7,Verified
INV004996,Delhi,New Delhi,T30,46-55,Male,87.8,Verified
INV002287,Madhya Pradesh,Bhopal,B30,46-55,Male,64.1,Verified
INV002037,Delhi,New Delhi,T30,56+,Male,22.0,Verified
INV000572,Gujarat,Surat,T30,36-45,Female,28.9,Verified
INV000856,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Verified
INV001034,Maharashtra,Pune,T30,26-35,Male,20.4,Verified
INV001210,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Verified
INV001219,West Bengal,Kolkata,T30,26-35,Male,18.4,Verified
INV001849,Gujarat,Ahmedabad,T30,36-45,Female,49.3,Verified
INV001521,Haryana,Faridabad,B30,18-25,Male,4.9,Pending
INV001456,Punjab,Chandigarh,T30,36-45,Male,36.3,Verified
INV003417,Karnataka,Mysore,B30,26-35,Male,17.6,Verified
INV002277,Haryana,Gurugram,T30,26-35,Female,10.3,Verified
INV002696,Punjab,Amritsar,B30,18-25,Male,7.1,Verified
INV002506,Karnataka,Bangalore,T30,18-25,Female,3.2,Verified
INV002501,Gujarat,Ahmedabad,T30,26-35,Female,24.8,Verified
INV002360,Maharashtra,Mumbai,T30,26-35,Male,11.6,Verified
INV002224,Rajasthan,Udaipur,B30,26-35,Male,21.4,Verified
INV003444,Telangana,Hyderabad,T30,36-45,Female,41.4,Verified
INV003882,Maharashtra,Nashik,B30,36-45,Male,51.6,Verified
INV003972,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Verified
INV004040,Gujarat,Ahmedabad,T30,36-45,Male,54.3,Verified
INV004204,Tamil Nadu,Chennai,T30,36-45,Male,51.7,Verified
INV004711,Rajasthan,Udaipur,B30,56+,Male,70.9,Verified
INV004861,Telangana,Hyderabad,T30,18-25,Male,3.6,Verified
INV004908,Rajasthan,Jaipur,T30,18-25,Male,6.1,Verified
INV002155,Telangana,Hyderabad,T30,56+,Male,26.2,Verified
INV003462,Rajasthan,Jaipur,T30,26-35,Female,24.3,Verified
INV000255,Haryana,Gurugram,T30,26-35,Female,19.9,Verified
INV000410,Rajasthan,Jaipur,T30,18-25,Female,5.3,Verified
INV000434,Gujarat,Surat,T30,46-55,Male,28.1,Verified
INV000650,Karnataka,Mysore,B30,26-35,Male,22.8,Verified
INV000890,Karnataka,Bangalore,T30,26-35,Male,13.5,Verified
INV000969,Uttar Pradesh,Lucknow,T30,18-25,Male,6.2,Verified
INV001208,Gujarat,Ahmedabad,T30,56+,Male,18.7,Verified
INV001356,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Verified
INV000777,Uttar Pradesh,Lucknow,T30,26-35,Male,15.7,Verified
INV002071,Punjab,Chandigarh,T30,56+,Male,61.1,Verified
INV001644,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Verified
INV001519,Gujarat,Ahmedabad,T30,46-55,Female,38.8,Verified
INV001510,Gujarat,Surat,T30,26-35,Male,15.4,Verified
INV002884,West Bengal,Kolkata,T30,18-25,Male,7.3,Verified
INV003515,West Bengal,Kolkata,T30,26-35,Male,16.3,Verified
INV003425,Gujarat,Surat,T30,26-35,Female,14.5,Verified
INV003124,West Bengal,Kolkata,T30,36-45,Male,28.8,Verified
INV002825,Delhi,New Delhi,T30,36-45,Male,52.4,Verified
INV002588,West Bengal,Kolkata,T30,18-25,Male,5.5,Verified
INV002475,Delhi,New Delhi,T30,26-35,Male,14.4,Verified
INV004607,Telangana,Hyderabad,T30,26-35,Female,7.0,Verified
INV004489,Haryana,Faridabad,B30,26-35,Male,15.2,Verified
INV004415,Tamil Nadu,Chennai,T30,26-35,Male,6.3,Verified
INV004377,Haryana,Faridabad,B30,18-25,Male,6.1,Verified
INV004287,Gujarat,Surat,T30,26-35,Female,18.1,Verified
INV004268,Delhi,Gurugram,T30,26-35,Female,10.1,Verified
INV004076,Madhya Pradesh,Indore,T30,26-35,Male,15.7,Verified
INV003832,Karnataka,Mysore,B30,46-55,Male,34.4,Verified
INV003763,Haryana,Faridabad,B30,26-35,Female,19.1,Verified
INV002242,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Verified
INV000575,Punjab,Amritsar,B30,26-35,Female,16.4,Verified
INV000505,Rajasthan,Jaipur,T30,36-45,Male,40.9,Verified
INV000450,West Bengal,Kolkata,T30,26-35,Female,18.4,Verified
INV000316,Karnataka,Bangalore,T30,46-55,Female,39.5,Verified
INV000162,Haryana,Gurugram,T30,26-35,Female,25.0,Verified
INV001746,Rajasthan,Udaipur,B30,26-35,Male,11.2,Verified
INV001733,Tamil Nadu,Coimbatore,B30,36-45,Female,29.5,Verified
INV001337,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Verified
INV001245,Haryana,Faridabad,B30,46-55,Female,44.0,Pending
INV000991,Madhya Pradesh,Bhopal,B30,46-55,Male,59.1,Verified
INV003239,Uttar Pradesh,Agra,B30,56+,Female,48.3,Verified
INV002969,Karnataka,Bangalore,T30,26-35,Male,15.4,Verified
INV002848,West Bengal,Kolkata,T30,46-55,Male,70.2,Verified
